Frame Number,Timestamp (s),Confidence
1,0.041666666666666664,0.9853617
2,0.08333333333333333,0.9843982
3,0.125,0.9830813
4,0.16666666666666666,0.98486495
5,0.20833333333333334,0.9859015
6,0.25,0.9863115
6,0.25,0.98569006
8,0.3333333333333333,0.98534864
9,0.375,0.9855796
10,0.4166666666666667,0.9854037
11,0.4583333333333333,0.98639464
12,0.5,0.9861405
13,0.5416666666666666,0.9866217
13,0.5416666666666666,0.98697114
15,0.625,0.9869897
16,0.6666666666666666,0.9862643
17,0.7083333333333334,0.9869892
18,0.75,0.9862493
19,0.7916666666666666,0.9870091
20,0.8333333333333334,0.9871128
21,0.875,0.98505104
22,0.9166666666666666,0.9575796
23,0.9583333333333334,0.96349525
24,1.0,0.94665635
24,1.0,0.8943526
26,1.0833333333333333,0.85955274
27,1.125,0.8553251
27,1.125,0.8426537
29,1.2083333333333333,0.8030113
30,1.25,0.7844826
30,1.25,0.79486203
32,1.3333333333333333,0.8021073
33,1.375,0.8028186
34,1.4166666666666667,0.78248596
35,1.4583333333333333,0.7782003
36,1.5,0.80638427
37,1.5416666666666667,0.77412015
38,1.5833333333333333,0.7598528
39,1.625,0.7226683
40,1.6666666666666667,0.7645048
41,1.7083333333333333,0.815252
42,1.75,0.88255894
43,1.7916666666666667,0.8383743
44,1.8333333333333333,0.8560763
45,1.875,0.9204153
46,1.9166666666666667,0.9288307
47,1.9583333333333333,0.9203952
48,2.0,0.8888061
49,2.0416666666666665,0.8857105
49,2.0416666666666665,0.8835495
51,2.125,0.831846
52,2.1666666666666665,0.86491907
52,2.1666666666666665,0.8811967
54,2.25,0.89256084
55,2.2916666666666665,0.9013094
55,2.2916666666666665,0.9070555
57,2.375,0.9233609
58,2.4166666666666665,0.91902596
58,2.4166666666666665,0.899664
60,2.5,0.8958019
61,2.5416666666666665,0.90298724
61,2.5416666666666665,0.8940782
63,2.625,0.8901635
64,2.6666666666666665,0.898436
65,2.7083333333333335,0.8928111
66,2.75,0.8872304
67,2.7916666666666665,0.9016623
68,2.8333333333333335,0.90466875
69,2.875,0.92427456
70,2.9166666666666665,0.9210436
71,2.9583333333333335,0.90488803
72,3.0,0.89975816
73,3.0416666666666665,0.90866834
74,3.0833333333333335,0.90215975
75,3.125,0.89417595
76,3.1666666666666665,0.8914948
77,3.2083333333333335,0.8999888
78,3.25,0.89336425
79,3.2916666666666665,0.90637183
80,3.3333333333333335,0.91811484
81,3.375,0.93162805
82,3.4166666666666665,0.9146454
83,3.4583333333333335,0.90608704
84,3.5,0.89766073
85,3.5416666666666665,0.9014019
86,3.5833333333333335,0.89479595
87,3.625,0.8861436
88,3.6666666666666665,0.8841755
89,3.7083333333333335,0.8824153
90,3.75,0.88348716
91,3.7916666666666665,0.89860696
92,3.8333333333333335,0.90483916
93,3.875,0.92631483
94,3.9166666666666665,0.9083192
95,3.9583333333333335,0.9022204
96,4.0,0.8950421
96,4.0,0.90281445
98,4.083333333333333,0.8256238
99,4.125,0.779873
99,4.125,0.6510545
101,4.208333333333333,0.6961752
105,4.375,0.8660718
105,4.375,0.87456584
107,4.458333333333333,0.8663034
108,4.5,0.8784534
108,4.5,0.89626896
110,4.583333333333333,0.9101468
111,4.625,0.90470195
111,4.625,0.94093215
113,4.708333333333333,0.9286861
114,4.75,0.9286928
114,4.75,0.91754776
116,4.833333333333333,0.90699637
117,4.875,0.8980335
117,4.875,0.895145
119,4.958333333333333,0.89443517
120,5.0,0.9198629
120,5.0,0.9132445
122,5.083333333333333,0.9136061
123,5.125,0.9082549
123,5.125,0.9390781
125,5.208333333333333,0.9269731
126,5.25,0.930731
126,5.25,0.920205
128,5.333333333333333,0.9076911
129,5.375,0.8991529
130,5.416666666666667,0.90424883
131,5.458333333333333,0.9029208
132,5.5,0.9171196
133,5.541666666666667,0.9142948
134,5.583333333333333,0.91997784
135,5.625,0.91480917
136,5.666666666666667,0.94590116
137,5.708333333333333,0.944589
138,5.75,0.92812634
139,5.791666666666667,0.9171465
140,5.833333333333333,0.9136104
141,5.875,0.89047295
142,5.916666666666667,0.88796526
143,5.958333333333333,0.8929364
144,6.0,0.9087415
145,6.041666666666667,0.8260039
146,6.083333333333333,0.77475643
147,6.125,0.76669866
148,6.166666666666667,0.9149312
149,6.208333333333333,0.9203226
150,6.25,0.9138829
151,6.291666666666667,0.92650634
152,6.333333333333333,0.9200549
153,6.375,0.9057103
154,6.416666666666667,0.91858226
155,6.458333333333333,0.9151707
156,6.5,0.89222336
157,6.541666666666667,0.9044573
158,6.583333333333333,0.9044019
159,6.625,0.91897404
160,6.666666666666667,0.9267903
161,6.708333333333333,0.9231706
162,6.75,0.9135157
163,6.791666666666667,0.9263034
164,6.833333333333333,0.91610706
165,6.875,0.90272695
166,6.916666666666667,0.9082018
167,6.958333333333333,0.9030622
168,7.0,0.91427386
169,7.041666666666667,0.92247444
170,7.083333333333333,0.9096119
171,7.125,0.9041233
172,7.166666666666667,0.91524035
173,7.208333333333333,0.91354513
174,7.25,0.89178663
175,7.291666666666667,0.84760565
176,7.333333333333333,0.857646
177,7.375,0.82271355
178,7.416666666666667,0.8345236
179,7.458333333333333,0.8497617
180,7.5,0.8184968
181,7.541666666666667,0.858162
182,7.583333333333333,0.84811544
183,7.625,0.77592427
184,7.666666666666667,0.7846078
185,7.708333333333333,0.8121317
186,7.75,0.82587546
187,7.791666666666667,0.81951684
188,7.833333333333333,0.8550958
189,7.875,0.8059175
190,7.916666666666667,0.8334125
191,7.958333333333333,0.8203209
192,8.0,0.75021726
193,8.041666666666666,0.7475826
193,8.041666666666666,0.77601075
195,8.125,0.8055498
196,8.166666666666666,0.82133204
196,8.166666666666666,0.84249496
198,8.25,0.7994387
199,8.291666666666666,0.8307848
199,8.291666666666666,0.7988466
201,8.375,0.8204973
202,8.416666666666666,0.55818605
202,8.416666666666666,0.54776263
207,8.625,0.74865913
208,8.666666666666666,0.69529396
208,8.666666666666666,0.69258296
220,9.166666666666666,0.7766589
220,9.166666666666666,0.42182985
222,9.25,0.43706834
333,13.875,0.93069667
334,13.916666666666666,0.96852744
335,13.958333333333334,0.97159415
336,14.0,0.97563577
337,14.041666666666666,0.9815757
338,14.083333333333334,0.9850898
339,14.125,0.98609143
340,14.166666666666666,0.987628
341,14.208333333333334,0.98821145
342,14.25,0.98951924
343,14.291666666666666,0.98883957
344,14.333333333333334,0.98915535
345,14.375,0.98890907
346,14.416666666666666,0.98875856
347,14.458333333333334,0.98831856
348,14.5,0.9883292
349,14.541666666666666,0.9879661
350,14.583333333333334,0.99042386
351,14.625,0.9905295
352,14.666666666666666,0.98996544
353,14.708333333333334,0.9904137
354,14.75,0.99013674
355,14.791666666666666,0.9900227
356,14.833333333333334,0.9904468
357,14.875,0.9875657
358,14.916666666666666,0.99396175
359,14.958333333333334,0.99530643
360,15.0,0.99801093
361,15.041666666666666,0.999383
362,15.083333333333334,0.9992229
363,15.125,0.99935716
364,15.166666666666666,0.9990344
365,15.208333333333334,0.99814224
366,15.25,0.99814594
367,15.291666666666666,0.9985259
368,15.333333333333334,0.9981343
369,15.375,0.9978369
370,15.416666666666666,0.9971644
371,15.458333333333334,0.9971226
372,15.5,0.9953489
373,15.541666666666666,0.9902062
374,15.583333333333334,0.98713416
375,15.625,0.9802392
376,15.666666666666666,0.98486197
377,15.708333333333334,0.988633
378,15.75,0.9906747
379,15.791666666666666,0.9964143
380,15.833333333333334,0.9980094
381,15.875,0.99781054
382,15.916666666666666,0.99793327
383,15.958333333333334,0.9978648
384,16.0,0.9965192
384,16.0,0.9948146
386,16.083333333333332,0.9948521
387,16.125,0.99653083
387,16.125,0.9975339
389,16.208333333333332,0.9984078
390,16.25,0.99837863
390,16.25,0.99838185
392,16.333333333333332,0.99846834
393,16.375,0.997595
393,16.375,0.9944727
395,16.458333333333332,0.9947679
396,16.5,0.99543566
396,16.5,0.9912367
398,16.583333333333332,0.98421836
399,16.625,0.9850867
399,16.625,0.98752046
401,16.708333333333332,0.99217814
402,16.75,0.98773426
402,16.75,0.9847015
404,16.833333333333332,0.98401284
405,16.875,0.9829254
405,16.875,0.9813239
407,16.958333333333332,0.98356587
408,17.0,0.985083
408,17.0,0.98826617
410,17.083333333333332,0.98949057
411,17.125,0.9869905
411,17.125,0.9898074
413,17.208333333333332,0.99012834
414,17.25,0.9922758
414,17.25,0.99270153
416,17.333333333333332,0.9935674
417,17.375,0.9940204
417,17.375,0.9913129
419,17.458333333333332,0.9947561
420,17.5,0.9952166
420,17.5,0.9917747
422,17.583333333333332,0.99447155
423,17.625,0.99058414
423,17.625,0.9925988
425,17.708333333333332,0.99079484
426,17.75,0.9906605
426,17.75,0.9910278
428,17.833333333333332,0.99446434
429,17.875,0.9944306
429,17.875,0.9863955
431,17.958333333333332,0.98802745
432,18.0,0.9873324
432,18.0,0.99630994
434,18.083333333333332,0.9982595
435,18.125,0.99884194
435,18.125,0.9990747
437,18.208333333333332,0.99849665
438,18.25,0.99870205
438,18.25,0.9963735
440,18.333333333333332,0.997609
441,18.375,0.9961935
441,18.375,0.99559265
443,18.458333333333332,0.9958941
444,18.5,0.9955746
444,18.5,0.99912983
446,18.583333333333332,0.99916637
447,18.625,0.9992287
447,18.625,0.9996333
449,18.708333333333332,0.99967635
450,18.75,0.9997135
450,18.75,0.99940526
452,18.833333333333332,0.9995603
453,18.875,0.99959105
453,18.875,0.99919134
455,18.958333333333332,0.9987716
456,19.0,0.99912745
456,19.0,0.99963677
458,19.083333333333332,0.9996867
459,19.125,0.99959403
459,19.125,0.9992163
461,19.208333333333332,0.99840575
462,19.25,0.9984415
462,19.25,0.9958335
464,19.333333333333332,0.9972395
465,19.375,0.99891615
465,19.375,0.9988733
467,19.458333333333332,0.99895644
468,19.5,0.9989748
468,19.5,0.9980165
470,19.583333333333332,0.9988888
471,19.625,0.9985051
471,19.625,0.9972826
473,19.708333333333332,0.9971867
474,19.75,0.997869
474,19.75,0.9981346
476,19.833333333333332,0.9955509
477,19.875,0.9976857
477,19.875,0.999393
479,19.958333333333332,0.9984579
480,20.0,0.99873644
480,20.0,0.99794966
482,20.083333333333332,0.99802953
483,20.125,0.99762976
483,20.125,0.9969119
485,20.208333333333332,0.9986972
486,20.25,0.99935216
486,20.25,0.99921
488,20.333333333333332,0.9994405
489,20.375,0.9990559
489,20.375,0.9974705
491,20.458333333333332,0.9979265
492,20.5,0.9989735
492,20.5,0.9989951
494,20.583333333333332,0.99906594
495,20.625,0.9981213
495,20.625,0.9986602
497,20.708333333333332,0.9994887
498,20.75,0.9996886
498,20.75,0.99987864
500,20.833333333333332,0.9990608
501,20.875,0.99969506
501,20.875,0.9994332
503,20.958333333333332,0.99894255
504,21.0,0.99873906
504,21.0,0.999154
506,21.083333333333332,0.9946273
507,21.125,0.9956857
507,21.125,0.99345475
509,21.208333333333332,0.99622345
510,21.25,0.99684525
510,21.25,0.9942965
512,21.333333333333332,0.9258257
513,21.375,0.9465043
514,21.416666666666668,0.91570115
515,21.458333333333332,0.49237007
516,21.5,0.06847243
526,21.916666666666668,0.8326966
527,21.958333333333332,0.76188177
528,22.0,0.65841675
529,22.041666666666668,0.658864
556,23.166666666666668,0.9697122
557,23.208333333333332,0.9745539
558,23.25,0.9767001
559,23.291666666666668,0.9846506
560,23.333333333333332,0.98515886
561,23.375,0.9830241
562,23.416666666666668,0.98292625
563,23.458333333333332,0.90605444
564,23.5,0.8179671
565,23.541666666666668,0.77035844
566,23.583333333333332,0.79075676
567,23.625,0.8683178
568,23.666666666666668,0.76015157
569,23.708333333333332,0.8386695
570,23.75,0.86710185
571,23.791666666666668,0.8513018
572,23.833333333333332,0.6944036
573,23.875,0.29688868
577,24.041666666666668,0.9990883
578,24.083333333333332,0.9985707
579,24.125,0.997644
580,24.166666666666668,0.9952799
581,24.208333333333332,0.98537004
582,24.25,0.9594329
583,24.291666666666668,0.81932354
584,24.333333333333332,0.9890394
585,24.375,0.9842907
586,24.416666666666668,0.980272
587,24.458333333333332,0.98678
588,24.5,0.98631036
589,24.541666666666668,0.9840597
590,24.583333333333332,0.9930542
591,24.625,0.9959764
592,24.666666666666668,0.9922065
593,24.708333333333332,0.99071527
594,24.75,0.9952734
595,24.791666666666668,0.996461
596,24.833333333333332,0.9893121
597,24.875,0.9878407
598,24.916666666666668,0.99180675
599,24.958333333333332,0.9896237
600,25.0,0.9890065
601,25.041666666666668,0.9843358
602,25.083333333333332,0.95219797
603,25.125,0.9306675
604,25.166666666666668,0.8291862
605,25.208333333333332,0.41562256
606,25.25,0.3807094
617,25.708333333333332,0.88228697
618,25.75,0.8998088
619,25.791666666666668,0.913498
620,25.833333333333332,0.94843566
621,25.875,0.98177713
622,25.916666666666668,0.8463475
623,25.958333333333332,0.8476557
624,26.0,0.991629
625,26.041666666666668,0.9702224
626,26.083333333333332,0.860704
627,26.125,0.7567258
628,26.166666666666668,0.78733057
629,26.208333333333332,0.6982287
630,26.25,0.7198782
631,26.291666666666668,0.6877562
649,27.041666666666668,0.7523734
650,27.083333333333332,0.78566134
651,27.125,0.8028126
652,27.166666666666668,0.799188
653,27.208333333333332,0.80910486
654,27.25,0.8298585
655,27.291666666666668,0.83262587
656,27.333333333333332,0.8524486
657,27.375,0.7518384
658,27.416666666666668,0.68300617
659,27.458333333333332,0.60626453
660,27.5,0.73389274
670,27.916666666666668,0.9019793
671,27.958333333333332,0.89244896
672,28.0,0.7781218
673,28.041666666666668,0.7902048
674,28.083333333333332,0.9323706
675,28.125,0.88161963
676,28.166666666666668,0.8733497
677,28.208333333333332,0.86409295
678,28.25,0.8734313
679,28.291666666666668,0.8800548
680,28.333333333333332,0.8243824
681,28.375,0.8128602
682,28.416666666666668,0.8232975
683,28.458333333333332,0.8250032
684,28.5,0.8279077
685,28.541666666666668,0.9409913
686,28.583333333333332,0.9819806
687,28.625,0.98741734
688,28.666666666666668,0.9900663
689,28.708333333333332,0.9902479
690,28.75,0.990248
691,28.791666666666668,0.9902955
692,28.833333333333332,0.99011594
693,28.875,0.99385095
694,28.916666666666668,0.989585
695,28.958333333333332,0.99466056
696,29.0,0.98825186
697,29.041666666666668,0.9890404
698,29.083333333333332,0.96553725
699,29.125,0.98261064
700,29.166666666666668,0.98587275
701,29.208333333333332,0.98770416
702,29.25,0.98922104
703,29.291666666666668,0.9897097
704,29.333333333333332,0.9865317
705,29.375,0.97599185
706,29.416666666666668,0.97141844
707,29.458333333333332,0.9634433
708,29.5,0.9139671
709,29.541666666666668,0.9084779
710,29.583333333333332,0.81043667
711,29.625,0.72157025
712,29.666666666666668,0.7368384
713,29.708333333333332,0.7569014
714,29.75,0.5017104
715,29.791666666666668,0.49573132
